date,channel,campaign_id,spend,impressions,clicks,conversions,revenue,cust_acquisition_cost,region,device,campaign_type
2024-06-05,Facebook,camp_007,867.33,24189,743,6,489.9,144.56,South,Desktop,Consideration
2024-03-02,Google,camp_004,2164.58,43941,1767,34,3899.37,63.66,West,Desktop,Conversion
2024-01-31,Facebook,camp_010,632.7,46192,993,0,0.0,,West,Desktop,Consideration
2024-01-25,Organic,camp_018,38.6,2019,4,0,0.0,,East,Mobile,Consideration
2024-05-31,Facebook,camp_020,800.86,53741,1898,36,2829.35,22.25,North,Desktop,Consideration
2024-04-23,Facebook,camp_015,1444.25,104130,3185,93,4182.81,15.53,East,Mobile,Conversion
2024-09-21,Facebook,camp_011,802.64,51028,1212,13,1146.37,61.74,East,Mobile,Consideration
2024-09-25,Google,camp_027,428.87,26648,605,7,605.85,61.27,East,Desktop,Consideration
2024-12-06,Organic,camp_015,98.72,3126,3,0,0.0,,West,Mobile,Consideration
2024-02-08,Facebook,camp_022,1006.74,22642,374,1,60.33,1006.74,North,Mobile,Awareness
2024-04-28,Facebook,camp_015,583.07,28124,412,1,44.7,583.07,North,Mobile,Consideration
2024-07-25,LinkedIn,camp_023,557.13,3302,10,0,0.0,,South,Desktop,Awareness
2024-12-09,Google,camp_018,1693.75,124811,4578,45,3668.89,37.64,East,Mobile,Consideration
2023-05-15,Facebook,camp_015,924.3,64242,1693,35,1441.27,26.41,West,Desktop,Awareness
2023-11-30,Organic,camp_001,90.04,6033,25,0,0.0,,South,Desktop,Consideration
2023-12-01,Google,camp_010,1116.17,43602,1252,0,0.0,,South,Mobile,Consideration
2024-01-13,Google,camp_017,799.43,16536,448,0,0.0,,North,Desktop,Awareness
2023-03-21,Email,camp_005,87.67,3659,17,0,0.0,,South,Desktop,Awareness
2024-04-12,Organic,camp_024,60.22,1566,31,0,0.0,,East,Mobile,Awareness
2023-09-19,Google,camp_020,130.61,6578,251,2,171.87,65.31,East,Mobile,Consideration
2023-01-17,Organic,camp_027,71.68,2508,2,0,0.0,,West,Desktop,Consideration
2024-05-28,Google,camp_015,1328.03,41631,1627,0,0.0,,East,Mobile,Awareness
2024-09-19,Google,camp_028,1493.26,118496,3792,71,4083.42,21.03,South,Desktop,Conversion
2023-03-17,Google,camp_022,1042.54,32612,637,13,1249.04,80.2,South,Desktop,Consideration
2023-01-02,Instagram,camp_030,367.01,7850,214,1,54.8,367.01,East,Desktop,Consideration
2023-12-25,Google,camp_023,1477.2,114067,3232,14,811.17,105.51,South,Mobile,Consideration
2024-05-18,Facebook,camp_002,209.49,9462,337,0,0.0,,West,Desktop,Consideration
2023-08-17,Google,camp_029,1590.29,80089,2035,17,1253.47,93.55,South,Mobile,Consideration
2024-09-03,Facebook,camp_020,445.21,27418,1048,3,192.32,148.4,West,Mobile,Awareness
2024-03-12,Google,camp_010,711.07,34918,1220,9,848.49,79.01,North,Desktop,Consideration
2024-02-13,Organic,camp_012,48.53,2376,2,0,0.0,,North,Mobile,Awareness
2023-03-09,Facebook,camp_030,935.19,19463,555,2,171.92,467.59,West,Desktop,Consideration
2023-11-14,TV,camp_023,4839.47,109803,109,2,358.61,2419.74,West,Tablet,Conversion
2023-07-24,Google,camp_006,1242.94,89608,2622,0,0.0,,South,Desktop,Consideration
2024-09-03,Facebook,camp_022,565.25,32021,451,1,86.96,565.25,East,Mobile,Awareness
2023-04-06,Google,camp_014,954.34,52949,1322,1,91.72,954.34,East,Tablet,Consideration
2024-08-28,Facebook,camp_010,692.34,28872,1093,34,3008.95,20.36,North,Mobile,Conversion
2023-05-18,LinkedIn,camp_023,206.94,12155,171,0,0.0,,South,Mobile,Awareness
2023-07-12,Email,camp_014,78.6,4953,4,0,0.0,,West,Desktop,Awareness
2023-03-02,Organic,camp_030,17.64,692,11,0,0.0,,North,Desktop,Consideration
2023-09-05,Email,camp_030,16.43,683,4,0,0.0,,West,Mobile,Awareness
2023-07-06,Email,camp_029,93.68,3243,3,0,0.0,,East,Mobile,Conversion
2024-11-25,TV,camp_026,1578.45,80467,80,0,0.0,,South,Mobile,Consideration
2024-09-05,Facebook,camp_001,459.75,22079,662,3,200.02,153.25,South,Desktop,Awareness
2024-09-03,Organic,camp_016,66.75,3344,43,0,0.0,,North,Mobile,Conversion
2024-11-04,Google,camp_029,2321.99,111299,3737,65,6106.97,35.72,West,Tablet,Conversion
2024-11-30,Google,camp_004,1452.16,80557,2701,0,0.0,,West,Mobile,Awareness
2024-09-20,Facebook,camp_016,829.07,47897,1265,28,1858.63,29.61,East,Desktop,Conversion
2023-10-23,TV,camp_017,3248.26,251463,1325,28,4701.62,116.01,North,Tablet,Conversion
2023-08-20,Organic,camp_023,79.29,3337,3,0,0.0,,South,Mobile,Conversion
2023-10-04,LinkedIn,camp_013,711.92,15335,39,0,0.0,,East,Desktop,Consideration
2024-04-25,Facebook,camp_012,1127.2,23479,789,0,0.0,,West,Desktop,Consideration
2024-10-22,Affiliate,camp_017,331.06,21853,248,7,446.05,47.29,East,Mobile,Conversion
2023-05-22,Organic,camp_026,26.47,919,15,0,0.0,,East,Mobile,Conversion
2023-01-25,Organic,camp_012,64.42,4588,41,0,0.0,,North,Desktop,Consideration
2024-02-26,Facebook,camp_005,1197.52,39035,755,6,453.34,199.59,South,Desktop,Conversion
2023-02-17,TV,camp_024,2591.02,168634,2486,29,3816.25,89.35,East,Desktop,Consideration
2023-02-18,Email,camp_020,233.76,16609,162,0,0.0,,South,Desktop,Awareness
2024-06-10,Facebook,camp_020,746.92,19239,677,0,0.0,,West,Mobile,Consideration
2023-08-24,Organic,camp_015,26.31,961,10,0,0.0,,West,Mobile,Awareness
2024-02-03,LinkedIn,camp_006,569.02,25788,582,10,1057.13,56.9,South,Desktop,Consideration
2024-12-13,Facebook,camp_013,280.48,11817,296,0,0.0,,South,Mobile,Awareness
2024-03-27,Facebook,camp_014,774.12,34046,703,0,0.0,,West,Mobile,Awareness
2023-09-18,Facebook,camp_021,1293.46,53832,1910,20,1464.34,64.67,North,Desktop,Consideration
2023-07-20,Email,camp_019,222.09,11116,42,0,0.0,,East,Mobile,Conversion
2024-05-25,Organic,camp_022,35.38,925,3,0,0.0,,South,Desktop,Consideration
2023-01-30,Email,camp_010,166.25,6606,14,0,0.0,,West,Mobile,Conversion
2023-03-17,Facebook,camp_027,617.47,44557,1277,2,153.27,308.74,East,Mobile,Awareness
2023-02-07,Organic,camp_029,32.65,1332,23,0,0.0,,East,Desktop,Awareness
2024-11-18,Facebook,camp_027,1548.9,81483,2546,62,4152.68,24.98,North,Mobile,Conversion
2024-02-07,Organic,camp_021,54.17,3864,73,1,41.55,54.17,North,Mobile,Consideration
2024-06-05,Google,camp_019,932.81,47098,729,14,1206.4,66.63,East,Desktop,Awareness
2024-12-05,Facebook,camp_024,929.54,73116,1099,13,779.96,71.5,South,Desktop,Awareness
2024-09-20,Affiliate,camp_030,335.34,18719,51,0,0.0,,East,Mobile,Conversion
2023-06-09,Organic,camp_030,31.99,1808,24,0,0.0,,North,Mobile,Conversion
2024-02-28,Facebook,camp_015,989.24,62280,2866,24,1327.86,41.22,North,Mobile,Awareness
2024-10-10,TV,camp_009,3781.49,111591,870,5,684.99,756.3,West,Desktop,Conversion
2024-01-10,Facebook,camp_025,512.4,35453,1431,0,0.0,,North,Mobile,Awareness
2024-11-25,Affiliate,camp_014,245.76,16659,135,0,0.0,,North,Desktop,Consideration
2023-04-14,Facebook,camp_025,225.59,4802,22,0,0.0,,West,Desktop,Consideration
2023-07-09,Facebook,camp_029,675.11,53987,1116,7,554.1,96.44,North,Mobile,Consideration
2024-10-07,Google,camp_020,1349.57,97870,3307,89,4384.7,15.16,North,Mobile,Conversion
2023-11-09,Organic,camp_026,77.57,2831,2,0,0.0,,North,Desktop,Consideration
2024-09-18,Instagram,camp_003,678.33,28061,1032,5,229.54,135.67,West,Desktop,Awareness
2023-11-17,Facebook,camp_024,914.15,72708,3127,9,476.13,101.57,West,Desktop,Conversion
2024-06-18,Facebook,camp_017,1396.0,92822,3231,83,5155.26,16.82,South,Mobile,Conversion
2023-08-29,Organic,camp_010,51.17,2183,2,0,0.0,,East,Mobile,Conversion
2023-12-05,Facebook,camp_002,885.42,54347,1714,54,4342.23,16.4,South,Desktop,Conversion
2024-10-21,Facebook,camp_006,132.21,10158,254,3,254.63,44.07,South,Mobile,Conversion
2024-07-05,Organic,camp_012,38.26,2265,2,0,0.0,,North,Desktop,Conversion
2024-05-22,Affiliate,camp_025,407.04,16160,136,0,0.0,,South,Mobile,Consideration
2023-08-30,LinkedIn,camp_010,1422.56,18554,85,0,0.0,,West,Mobile,Awareness
2023-04-02,Facebook,camp_025,1431.96,56950,878,10,684.34,143.2,East,Mobile,Conversion
2023-06-17,Google,camp_014,1543.51,41367,831,22,2192.41,70.16,North,Tablet,Conversion
2024-11-25,Google,camp_020,2094.14,44702,1442,0,0.0,,West,Desktop,Awareness
2023-08-19,Facebook,camp_009,1093.65,64803,1427,39,2444.42,28.04,South,Desktop,Conversion
2024-07-17,Facebook,camp_023,832.28,59639,1968,0,0.0,,North,Desktop,Awareness
2023-01-02,Email,camp_008,156.77,8887,33,0,0.0,,South,Mobile,Consideration
2024-01-31,Google,camp_003,1263.19,41590,1137,11,1306.97,114.84,West,Desktop,Consideration
2023-05-13,Email,camp_002,92.87,2328,19,0,0.0,,South,Mobile,Conversion
2023-04-09,Facebook,camp_030,540.83,20846,371,0,0.0,,South,Mobile,Consideration
2024-06-19,Facebook,camp_015,617.77,34400,1731,50,3408.02,12.36,West,Mobile,Awareness
2023-11-27,Instagram,camp_011,360.44,20893,830,10,447.61,36.04,East,Desktop,Consideration
2023-09-11,Google,camp_007,1314.81,39472,1072,0,0.0,,West,Desktop,Consideration
2023-07-14,Email,camp_027,214.58,11903,20,0,0.0,,South,Desktop,Consideration
2023-01-03,Google,camp_004,236.88,9710,381,7,376.3,33.84,South,Desktop,Awareness
2023-10-09,Instagram,camp_024,1046.23,39016,1074,21,1233.0,49.82,North,Desktop,Conversion
2023-07-09,Google,camp_030,1098.05,22630,511,5,491.46,219.61,North,Desktop,Consideration
2024-07-23,Google,camp_002,1676.41,95070,1716,0,0.0,,East,Mobile,Consideration
2024-12-14,Facebook,camp_027,1518.38,55605,1426,0,0.0,,East,Desktop,Conversion
2024-11-04,Google,camp_023,2281.65,70531,2574,36,3433.63,63.38,South,Desktop,Conversion
2023-12-09,LinkedIn,camp_023,177.0,4730,63,1,77.78,177.0,North,Mobile,Consideration
2023-10-12,Instagram,camp_013,706.32,28613,1049,8,441.31,88.29,North,Desktop,Consideration
2024-07-26,Organic,camp_004,50.33,3249,34,0,0.0,,North,Desktop,Awareness
2023-08-13,Email,camp_021,235.31,18804,268,1,55.25,235.31,South,Mobile,Consideration
2024-10-05,Email,camp_003,218.85,15854,455,0,0.0,,East,Desktop,Consideration
2023-02-22,Google,camp_015,1791.08,41031,541,14,1392.43,127.93,East,Desktop,Consideration
2023-10-04,Instagram,camp_020,370.26,19956,528,0,0.0,,South,Desktop,Consideration
2024-09-03,Email,camp_023,159.35,9322,180,3,166.3,53.12,West,Desktop,Consideration
2024-07-30,Organic,camp_023,5.0,274,0,0,0.0,,West,Desktop,Awareness
2023-03-29,Google,camp_024,1545.95,66275,974,7,606.49,220.85,North,Mobile,Consideration
2023-04-01,Instagram,camp_015,441.6,13588,254,5,267.47,88.32,East,Desktop,Awareness
2024-04-19,Facebook,camp_005,632.93,26228,688,7,552.86,90.42,South,Mobile,Conversion
2023-01-02,Facebook,camp_027,1034.03,35321,939,0,0.0,,East,Mobile,Awareness
2023-04-21,Instagram,camp_024,880.34,47421,2711,64,4293.95,13.76,East,Mobile,Conversion
2024-09-25,Affiliate,camp_010,521.86,31067,628,7,306.72,74.55,South,Mobile,Consideration
2023-10-15,Google,camp_008,1007.69,52176,1871,6,378.29,167.95,South,Mobile,Awareness
2023-02-01,Organic,camp_016,53.26,3646,3,0,0.0,,North,Mobile,Consideration
2023-02-04,Facebook,camp_007,990.66,67915,2543,3,253.2,330.22,East,Desktop,Consideration
2024-08-25,LinkedIn,camp_017,742.95,40669,40,0,0.0,,North,Desktop,Conversion
2024-01-13,Google,camp_023,1668.99,109903,3971,28,1919.66,59.61,North,Mobile,Conversion
2024-02-21,LinkedIn,camp_006,497.16,30768,820,9,1532.96,55.24,East,Desktop,Conversion
2024-09-18,Email,camp_018,239.47,15594,15,0,0.0,,South,Mobile,Consideration
2024-08-25,TV,camp_025,1393.65,73588,460,11,2137.41,126.7,South,Mobile,Consideration
2024-07-09,Email,camp_025,180.59,3142,50,0,0.0,,East,Mobile,Consideration
2024-11-25,Facebook,camp_011,1871.22,64114,2324,38,2275.63,49.24,East,Desktop,Conversion
2023-08-06,Google,camp_027,1171.41,85328,1342,58,2901.94,20.2,North,Desktop,Conversion
2023-04-09,Google,camp_027,1085.62,62609,3611,2,148.65,542.81,West,Mobile,Consideration
2023-03-06,Facebook,camp_003,810.93,29925,811,19,1198.13,42.68,North,Mobile,Conversion
2023-12-29,Google,camp_014,1576.58,56294,2019,0,0.0,,West,Desktop,Consideration
2023-01-07,Google,camp_011,895.18,66197,1428,15,1488.11,59.68,South,Mobile,Awareness
2024-06-16,Facebook,camp_003,416.88,19610,579,2,98.41,208.44,North,Desktop,Consideration
2023-10-22,Google,camp_012,399.14,24258,633,12,701.89,33.26,East,Mobile,Consideration
2024-05-03,Facebook,camp_023,480.2,12134,396,4,317.88,120.05,North,Desktop,Consideration
2024-11-18,Instagram,camp_014,728.5,18533,227,1,60.33,728.5,North,Desktop,Consideration
2024-08-25,Organic,camp_022,54.16,3343,3,0,0.0,,South,Desktop,Consideration
2024-02-20,Google,camp_009,1071.85,64602,2697,10,1028.33,107.18,East,Desktop,Awareness
2023-10-26,Google,camp_024,5.0,384,12,0,0.0,,South,Desktop,Awareness
2024-02-18,Google,camp_029,1206.06,66832,2170,2,227.1,603.03,North,Mobile,Awareness
2023-11-17,Facebook,camp_028,925.74,35469,200,0,0.0,,South,Mobile,Awareness
2023-04-02,Email,camp_005,88.22,2810,12,0,0.0,,North,Mobile,Consideration
2024-08-27,Facebook,camp_003,4245.64,39462,943,2,268.53,2122.82,South,Tablet,Awareness
2024-01-09,Organic,camp_020,70.86,4074,17,0,0.0,,West,Desktop,Consideration
2024-01-07,Facebook,camp_003,1368.04,101502,2387,92,4606.16,14.87,West,Mobile,Conversion
2023-09-26,Organic,camp_008,58.09,2917,48,1,18.68,58.09,West,Desktop,Conversion
2024-12-07,Facebook,camp_011,1202.85,76008,2734,15,1186.5,80.19,West,Mobile,Awareness
2023-04-11,LinkedIn,camp_008,420.45,9845,56,0,0.0,,South,Desktop,Awareness
2024-07-10,Organic,camp_020,36.47,1072,22,0,0.0,,South,Desktop,Consideration
2024-03-26,Facebook,camp_012,668.7,40926,1138,7,486.13,95.53,West,Mobile,Consideration
2024-09-07,Email,camp_004,194.71,8281,72,0,0.0,,South,Mobile,Conversion
2023-08-07,Organic,camp_019,46.77,965,8,0,0.0,,North,Mobile,Conversion
2023-12-19,Facebook,camp_020,1147.61,34666,662,14,929.76,81.97,East,Mobile,Conversion
2024-06-19,Facebook,camp_019,733.81,34711,1141,34,3038.76,21.58,East,Desktop,Conversion
2024-08-03,LinkedIn,camp_007,364.5,7695,108,0,0.0,,North,Tablet,Awareness
2023-11-13,Organic,camp_013,69.89,1891,39,0,0.0,,West,Desktop,Consideration
2023-06-23,Google,camp_002,1254.34,28534,775,0,0.0,,West,Mobile,Consideration
2023-12-02,Organic,camp_010,75.59,3617,15,0,0.0,,West,Mobile,Consideration
2023-03-25,LinkedIn,camp_021,631.98,46299,582,6,625.7,105.33,West,Mobile,Awareness
2024-11-03,Instagram,camp_023,741.89,43651,356,5,203.0,148.38,East,Mobile,Awareness
2023-10-27,Organic,camp_001,53.1,1369,14,0,0.0,,North,Desktop,Consideration
2023-12-16,Affiliate,camp_018,436.02,21436,21,0,0.0,,North,Tablet,Conversion
2023-07-18,Organic,camp_029,57.65,3727,5,0,0.0,,West,Mobile,Conversion
2023-07-08,Facebook,camp_011,692.22,29943,1040,23,2020.98,30.1,North,Desktop,Conversion
2023-12-17,Email,camp_012,127.55,4800,97,0,0.0,,North,Desktop,Consideration
2023-09-15,Email,camp_025,180.17,6433,6,0,0.0,,East,Desktop,Conversion
2024-03-11,Facebook,camp_023,393.59,20324,540,13,779.33,30.28,East,Desktop,Consideration
2024-03-23,Organic,camp_008,42.91,2221,25,0,0.0,,East,Desktop,Consideration
2023-07-06,Facebook,camp_025,857.31,61894,1569,52,4186.3,16.49,South,Desktop,Conversion
2024-03-23,Email,camp_020,208.75,13996,304,4,183.1,52.19,South,Desktop,Conversion
2023-06-11,Affiliate,camp_024,300.38,7536,71,0,0.0,,North,Mobile,Conversion
2024-12-11,Organic,camp_026,49.28,2029,2,0,0.0,,East,Desktop,Conversion
2024-11-01,Google,camp_023,1408.57,67630,2554,0,0.0,,West,Mobile,Consideration
2024-11-23,Google,camp_026,882.17,58720,1587,0,0.0,,South,Mobile,Awareness
2024-11-28,Google,camp_009,1797.96,88841,3203,28,2161.38,64.21,North,Desktop,Conversion
2024-05-19,TV,camp_013,2447.46,85978,85,1,177.13,2447.46,West,Desktop,Awareness
2024-07-08,Facebook,camp_027,266.51,19325,626,4,194.26,66.63,North,Mobile,Awareness
2024-05-03,Google,camp_028,1048.71,37825,1526,27,2454.73,38.84,East,Desktop,Awareness
2023-05-20,Email,camp_028,140.4,10232,10,0,0.0,,East,Mobile,Conversion
2024-08-08,Facebook,camp_026,519.05,19090,460,0,0.0,,South,Mobile,Awareness
2023-02-07,Email,camp_008,56.83,1472,5,0,0.0,,West,Desktop,Awareness
2023-01-06,LinkedIn,camp_007,413.57,20747,359,3,296.63,137.86,East,Desktop,Consideration
2024-09-06,Affiliate,camp_015,527.76,21186,477,13,620.91,40.6,South,Desktop,Conversion
2024-11-24,Instagram,camp_004,754.87,31755,1208,12,965.57,62.91,East,Mobile,Consideration
2023-11-04,Email,camp_030,168.4,10564,10,0,0.0,,West,Mobile,Consideration
2024-08-13,Google,camp_029,944.03,56829,1737,8,475.48,118.0,North,Desktop,Consideration
2023-08-11,LinkedIn,camp_004,227.73,16284,16,0,0.0,,North,Desktop,Consideration
2024-12-20,Email,camp_007,192.42,12501,136,4,188.03,48.1,East,Mobile,Conversion
2024-11-13,Instagram,camp_024,707.32,18533,824,10,481.96,70.73,West,Tablet,Awareness
2024-08-28,Google,camp_002,1400.0,85133,2744,79,4434.8,17.72,East,Mobile,Conversion
2023-09-17,Affiliate,camp_009,515.07,25054,201,5,272.1,103.01,West,Desktop,Conversion
2024-08-21,Google,camp_003,1187.01,59054,1358,11,1244.35,107.91,South,Mobile,Awareness
2023-07-26,Organic,camp_028,35.14,1572,24,0,0.0,,North,Mobile,Consideration
2024-02-14,Email,camp_001,39.02,2499,5,0,0.0,,East,Desktop,Awareness
2023-08-29,Email,camp_029,141.47,11158,11,0,0.0,,South,Desktop,Conversion
2024-04-19,Organic,camp_007,70.62,2748,55,0,0.0,,West,Mobile,Consideration
2023-05-04,Instagram,camp_020,780.09,52413,1124,25,1224.02,31.2,North,Desktop,Consideration
2023-05-30,Google,camp_019,1346.21,66727,2625,14,1677.51,96.16,North,Desktop,Consideration
2023-03-22,Facebook,camp_028,612.16,44824,827,0,0.0,,West,Mobile,Awareness
2023-09-06,TV,camp_002,1497.15,94412,2492,0,0.0,,South,Desktop,Consideration
2023-08-09,Google,camp_021,1207.42,61924,2615,0,0.0,,West,Desktop,Consideration
2024-03-09,Organic,camp_020,37.03,2406,31,0,0.0,,East,Mobile,Awareness
2023-02-05,Facebook,camp_010,422.94,17695,532,0,0.0,,South,Desktop,Awareness
2024-02-13,Google,camp_027,1048.16,43255,1601,33,2645.02,31.76,North,Mobile,Conversion
2024-05-18,Facebook,camp_005,460.16,19708,382,0,0.0,,North,Mobile,Consideration
2023-04-25,Organic,camp_028,32.44,1076,6,0,0.0,,West,Mobile,Consideration
2023-06-26,Organic,camp_014,39.4,2579,28,0,0.0,,South,Desktop,Awareness
2023-09-15,TV,camp_003,1062.87,44080,1240,1,197.32,1062.87,West,Desktop,Consideration
2023-02-14,Email,camp_022,205.98,7489,147,2,83.34,102.99,West,Mobile,Conversion
2023-12-08,Google,camp_024,1300.03,39026,986,13,1367.28,100.0,South,Desktop,Consideration
2024-08-04,Google,camp_021,1465.42,40090,1173,0,0.0,,South,Desktop,Awareness
2024-07-15,Organic,camp_016,20.54,1125,17,0,0.0,,North,Desktop,Awareness
2024-11-03,Google,camp_028,1800.13,102086,3195,6,674.52,300.02,South,Desktop,Awareness
2024-04-22,Google,camp_006,1442.23,53945,943,5,554.89,288.45,North,Mobile,Consideration
2024-05-27,Facebook,camp_007,788.01,17200,472,14,1105.98,56.29,East,Desktop,Conversion
2024-08-21,Google,camp_013,1180.11,33447,1256,0,0.0,,East,Mobile,Consideration
2024-09-07,Facebook,camp_005,293.67,20263,675,0,0.0,,West,Tablet,Awareness
2023-09-25,Google,camp_006,1615.19,67256,1085,0,0.0,,East,Desktop,Consideration
2024-09-05,Google,camp_020,786.03,18002,447,0,0.0,,East,Desktop,Consideration
2024-04-04,Email,camp_005,149.63,3671,21,0,0.0,,South,Desktop,Conversion
2024-10-03,Instagram,camp_030,670.61,21094,472,8,550.85,83.83,East,Mobile,Awareness
2024-07-30,Affiliate,camp_008,438.13,27891,180,4,290.59,109.53,West,Mobile,Conversion
2024-08-27,Facebook,camp_029,976.04,59749,2453,43,2685.61,22.7,East,Desktop,Conversion
2023-03-10,Organic,camp_002,59.25,2235,15,0,0.0,,South,Desktop,Consideration
2024-03-06,Facebook,camp_020,184.62,10750,492,2,153.08,92.31,West,Mobile,Awareness
2024-07-03,Email,camp_002,123.59,9380,118,2,114.46,61.8,South,Desktop,Conversion
2024-05-09,Google,camp_015,1048.53,56649,643,0,0.0,,West,Desktop,Consideration
2024-07-16,Instagram,camp_023,809.92,16986,690,3,189.92,269.97,East,Desktop,Awareness
2023-08-24,Google,camp_005,1506.16,117635,2009,0,0.0,,North,Desktop,Consideration
2024-05-18,Organic,camp_011,31.49,858,2,0,0.0,,South,Mobile,Consideration
2023-11-07,Organic,camp_003,86.62,1868,20,0,0.0,,West,Desktop,Consideration
2024-07-28,Email,camp_029,81.35,4040,45,0,0.0,,East,Mobile,Consideration
2023-08-10,Organic,camp_020,71.66,5231,146,5,127.5,14.33,South,Mobile,Conversion
2024-11-04,Organic,camp_026,57.07,1742,35,0,0.0,,East,Desktop,Awareness
2024-01-08,Affiliate,camp_007,295.41,11051,158,0,0.0,,North,Mobile,Consideration
2023-07-31,LinkedIn,camp_012,247.14,5168,26,0,0.0,,West,Mobile,Awareness
2023-01-04,LinkedIn,camp_009,409.64,15896,376,0,0.0,,East,Desktop,Awareness
2024-08-10,Email,camp_012,149.46,9044,9,0,0.0,,South,Desktop,Conversion
2024-03-29,Facebook,camp_009,762.83,17418,679,13,1131.69,58.68,South,Desktop,Awareness
2023-05-22,Google,camp_016,1607.21,41725,1852,45,2476.36,35.72,West,Desktop,Consideration
2024-07-08,Facebook,camp_019,465.71,16810,487,6,480.25,77.62,East,Desktop,Conversion
2024-09-21,Instagram,camp_015,43.69,2407,30,0,0.0,,East,Desktop,Awareness
2024-06-11,Email,camp_024,69.65,4333,35,0,0.0,,South,Desktop,Awareness
2024-06-26,Google,camp_003,637.83,38414,899,6,485.12,106.31,South,Mobile,Conversion
2024-03-24,Organic,camp_008,56.64,3933,75,1,27.32,56.64,East,Desktop,Conversion
2024-04-11,Affiliate,camp_005,108.44,7727,7,0,0.0,,South,Desktop,Awareness
2024-05-24,Affiliate,camp_019,372.26,12059,12,0,0.0,,South,Desktop,Consideration
2023-01-10,Google,camp_017,1467.62,108334,4079,24,1186.89,61.15,East,Desktop,Consideration
2023-07-11,Email,camp_026,39.83,2723,2,0,0.0,,North,Desktop,Awareness
2024-06-26,Google,camp_025,5.0,368,13,0,0.0,,South,Mobile,Consideration
2023-10-04,LinkedIn,camp_019,285.42,12184,126,2,273.06,142.71,North,Mobile,Conversion
2023-11-24,Facebook,camp_007,1172.49,54632,1919,51,2179.25,22.99,South,Desktop,Awareness
2023-06-07,Organic,camp_011,34.07,2138,15,0,0.0,,South,Desktop,Awareness
2024-11-15,Organic,camp_002,60.71,1830,31,0,0.0,,East,Desktop,Awareness
2024-08-25,Organic,camp_001,24.67,1245,1,0,0.0,,East,Desktop,Awareness
2024-12-12,LinkedIn,camp_003,501.03,24614,24,0,0.0,,West,Mobile,Consideration
2024-04-02,TV,camp_004,1344.4,93995,972,18,3556.65,74.69,East,Mobile,Conversion
2023-08-03,Facebook,camp_005,891.91,43959,1415,0,0.0,,West,Mobile,Awareness
2023-08-09,Google,camp_016,1119.57,29417,557,5,559.61,223.91,South,Mobile,Consideration
2024-08-22,Organic,camp_016,23.62,1495,16,0,0.0,,South,Desktop,Consideration
2024-08-09,Google,camp_026,1566.73,34298,841,14,1126.83,111.91,North,Desktop,Conversion
2024-03-15,Facebook,camp_023,1285.3,78827,2921,28,2468.42,45.9,South,Mobile,Conversion
2023-04-04,Facebook,camp_009,1210.06,94660,1451,0,0.0,,East,Desktop,Consideration
2023-05-05,Organic,camp_015,72.24,5540,83,1,44.62,72.24,East,Desktop,Conversion
2024-11-11,Email,camp_012,159.88,3720,3,0,0.0,,South,Desktop,Conversion
2024-02-15,Google,camp_026,491.45,26050,224,2,145.84,245.73,West,Mobile,Awareness
2024-03-09,Instagram,camp_005,299.05,9903,292,3,150.58,99.68,East,Tablet,Consideration
2023-03-14,Google,camp_016,1591.41,34278,621,3,157.35,530.47,North,Desktop,Consideration
2024-03-24,Organic,camp_026,70.86,3926,4,0,0.0,,North,Mobile,Conversion
2024-12-07,Facebook,camp_030,520.92,13586,311,5,270.62,104.18,West,Desktop,Consideration
2023-01-18,Email,camp_004,153.98,11279,11,0,0.0,,East,Desktop,Consideration
2023-03-12,Email,camp_030,144.92,6582,98,0,0.0,,East,Desktop,Consideration
2024-12-05,Google,camp_011,955.73,39753,1113,7,573.5,136.53,East,Desktop,Awareness
2023-03-31,Facebook,camp_010,352.39,23556,1045,0,0.0,,South,Desktop,Awareness
2024-12-02,TV,camp_024,4084.84,187981,3544,59,5573.44,69.23,West,Desktop,Conversion
2024-11-17,Email,camp_010,180.3,4760,4,0,0.0,,East,Mobile,Conversion
2024-01-16,Email,camp_014,155.38,5661,65,0,0.0,,East,Mobile,Awareness
2023-04-24,Email,camp_020,170.95,10346,81,0,0.0,,West,Mobile,Awareness
2024-01-01,Organic,camp_027,42.12,2790,51,0,0.0,,West,Mobile,Conversion
2024-05-12,TV,camp_005,2238.1,92854,1934,0,0.0,,South,Mobile,Consideration
2023-06-18,Google,camp_024,521.68,14334,166,3,157.16,173.89,West,Desktop,Consideration
2023-05-20,Instagram,camp_027,443.7,18447,614,8,464.28,55.46,North,Desktop,Awareness
2023-03-20,Email,camp_009,121.04,7047,29,0,0.0,,West,Desktop,Conversion
2023-07-20,Organic,camp_006,50.23,2815,79,0,0.0,,South,Desktop,Consideration
2023-11-21,Google,camp_001,2187.91,70507,1048,13,668.76,168.3,North,Desktop,Conversion
2023-03-08,Google,camp_011,939.72,55460,1104,25,1256.41,37.59,South,Desktop,Consideration
2023-02-10,Google,camp_002,1058.63,40205,1639,11,821.73,96.24,South,Desktop,Awareness
2024-02-28,Google,camp_012,1716.38,123077,3790,71,7068.85,24.17,East,Desktop,Conversion
2024-11-02,Organic,camp_016,32.17,1752,1,0,0.0,,South,Mobile,Conversion
2024-02-26,Email,camp_021,159.68,9698,19,0,0.0,,East,Desktop,Awareness
2024-11-13,Email,camp_013,292.54,17439,621,5,194.37,58.51,North,Mobile,Consideration
